Type,"Country Code","Series Code","Time Code","Description"
FootNote,"Italy (ITA)","Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)","2014 (YR2014)","Extrapolated assuming the same as previous year."
FootNote,"Italy (ITA)","Population, total (SP.POP.TOTL)","2015 (YR2015)","Extrapolated assuming the same growth rate as previous 6 months."
FootNote,"Italy (ITA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Italy (ITA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Italy (ITA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Italy (ITA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Italy (ITA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Japan (JPN)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","Population age 6+."
FootNote,"Japan (JPN)","Internet users (per 100 people) (IT.NET.USER.P2)","2007 (YR2007)","Population age 6+."
FootNote,"Japan (JPN)","Internet users (per 100 people) (IT.NET.USER.P2)","2008 (YR2008)","Population age 6+."
FootNote,"Japan (JPN)","Internet users (per 100 people) (IT.NET.USER.P2)","2009 (YR2009)","Population age 6+."
FootNote,"Japan (JPN)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","Population age 6+."
FootNote,"Japan (JPN)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","Population age 6+."
FootNote,"Japan (JPN)","Internet users (per 100 people) (IT.NET.USER.P2)","2012 (YR2012)","Population age 6+."
FootNote,"Japan (JPN)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Population age 6+."
FootNote,"Japan (JPN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 3.6 - 3.7"
FootNote,"Japan (JPN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 3.5 - 3.6"
FootNote,"Japan (JPN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 3.3 - 3.5"
FootNote,"Japan (JPN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 3.2 - 3.4"
FootNote,"Japan (JPN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 3.1 - 3.3"
FootNote,"Japan (JPN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 3.3 - 3.5"
FootNote,"Japan (JPN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 2.9 - 3.1"
FootNote,"Japan (JPN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 2.8 - 3"
FootNote,"Japan (JPN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 2.7 - 2.9"
FootNote,"Japan (JPN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 2.6 - 2.9"
FootNote,"Japan (JPN)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Income based."
FootNote,"Japan (JPN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Japan (JPN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Japan (JPN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Japan (JPN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Japan (JPN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Korea, Rep. (KOR)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","Population age 3+."
FootNote,"Korea, Rep. (KOR)","Internet users (per 100 people) (IT.NET.USER.P2)","2007 (YR2007)","Population age 3+."
FootNote,"Korea, Rep. (KOR)","Internet users (per 100 people) (IT.NET.USER.P2)","2008 (YR2008)","Population age 3+."
FootNote,"Korea, Rep. (KOR)","Internet users (per 100 people) (IT.NET.USER.P2)","2009 (YR2009)","Population age 3+."
FootNote,"Korea, Rep. (KOR)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","Population age 3+."
FootNote,"Korea, Rep. (KOR)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","Population age 3+."
FootNote,"Korea, Rep. (KOR)","Internet users (per 100 people) (IT.NET.USER.P2)","2012 (YR2012)","Population age 3+."
FootNote,"Korea, Rep. (KOR)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Population age 3+."
FootNote,"Korea, Rep. (KOR)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","Population age 3+."
FootNote,"Korea, Rep. (KOR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 5.1 - 5.3"
FootNote,"Korea, Rep. (KOR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 4.7 - 4.9"
FootNote,"Korea, Rep. (KOR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 4.5 - 4.6"
FootNote,"Korea, Rep. (KOR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 4.2 - 4.4"
FootNote,"Korea, Rep. (KOR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 4 - 4.2"
FootNote,"Korea, Rep. (KOR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 3.9 - 4"
FootNote,"Korea, Rep. (KOR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 3.7 - 3.9"
FootNote,"Korea, Rep. (KOR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 3.6 - 3.8"
FootNote,"Korea, Rep. (KOR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 3.4 - 3.8"
FootNote,"Korea, Rep. (KOR)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 3.2 - 3.7"
FootNote,"Korea, Rep. (KOR)","Prevalence of underweight, weight for age (% of children under 5) (SH.STA.MALN.ZS)","2010 (YR2010)","Survey coverage: 2008-11. Age group: 1. - 5.00. Sanghui Kweon, Yuna Kim, Myoung-jin Jang, Yoonjung Kim, Kirang Kim, Sunhye Choi, et al.Data Resource Profile: The Korea National Health and Nutrition Examination Survey (KNHANES). International Journal of Epidemiology 2014;43:69-77 (and additional analysis)."
FootNote,"Korea, Rep. (KOR)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2006 (YR2006)","Data pertain to women aged 15 to 44. Source: Republic of Korea 2006 National Fertility and Family Health Survey"
FootNote,"Korea, Rep. (KOR)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2009 (YR2009)","Data pertain to women aged 15 to 44. Source: Republic of Korea 2009 National Fertility and Family Health Survey"
FootNote,"Korea, Rep. (KOR)","Life expectancy at birth, total (years) (SP.DYN.LE00.in)","2010 (YR2010)","Derived using linearly extrapolated data assuming linear trends"
FootNote,"Korea, Rep. (KOR)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Korea, Rep. (KOR)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Korea, Rep. (KOR)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Korea, Rep. (KOR)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Korea, Rep. (KOR)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Mexico (MEX)","External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)","2009 (YR2009)","Adjustments in the stock of debt in 2009 are mainly due to repurchased of $23 billions. PIDIREGAS bonds in 2007 and 2008 were not accounted by the Government until 2009."
FootNote,"Mexico (MEX)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","Estimate to December based on ENDUTIH survey. Refers to total population."
FootNote,"Mexico (MEX)","Internet users (per 100 people) (IT.NET.USER.P2)","2007 (YR2007)","Estimate to December based on ENDUTIH survey. Refers to total population."
FootNote,"Mexico (MEX)","Internet users (per 100 people) (IT.NET.USER.P2)","2008 (YR2008)","Estimate to December based on ENDUTIH survey. Refers to total population."
FootNote,"Mexico (MEX)","Internet users (per 100 people) (IT.NET.USER.P2)","2009 (YR2009)","Estimate to December based on ENDUTIH survey. Refers to total population."
FootNote,"Mexico (MEX)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","Estimate to December based on ENDUTIH survey. Refers to total population."
FootNote,"Mexico (MEX)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","Population age 6+."
FootNote,"Mexico (MEX)","Internet users (per 100 people) (IT.NET.USER.P2)","2012 (YR2012)","Population age 6+."
FootNote,"Mexico (MEX)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Population age 6+."
FootNote,"Mexico (MEX)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","Population age 6+."
FootNote,"Mexico (MEX)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2006 (YR2006)","Plausible bound is 0.3-0.4"
FootNote,"Mexico (MEX)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2007 (YR2007)","Plausible bound is 0.2-0.4"
FootNote,"Mexico (MEX)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2008 (YR2008)","Plausible bound is 0.2-0.4"
FootNote,"Mexico (MEX)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2009 (YR2009)","Plausible bound is 0.2-0.4"
FootNote,"Mexico (MEX)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2010 (YR2010)","Plausible bound is 0.2-0.4"
FootNote,"Mexico (MEX)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2011 (YR2011)","Plausible bound is 0.2-0.3"
FootNote,"Mexico (MEX)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2012 (YR2012)","Plausible bound is 0.2-0.3"
FootNote,"Mexico (MEX)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2013 (YR2013)","Plausible bound is 0.2-0.3"
FootNote,"Mexico (MEX)","Prevalence of HIV, total (% of population ages 15-49) (SH.DYN.AIDS.ZS)","2014 (YR2014)","Plausible bound is 0.2-0.3"
FootNote,"Mexico (MEX)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 18.5 - 19.3"
FootNote,"Mexico (MEX)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 18.1 - 18.8"
FootNote,"Mexico (MEX)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 17.6 - 18.3"
FootNote,"Mexico (MEX)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 17.1 - 17.8"
FootNote,"Mexico (MEX)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 16.4 - 17.1"
FootNote,"Mexico (MEX)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 15.7 - 16.4"
FootNote,"Mexico (MEX)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 14.8 - 15.7"
FootNote,"Mexico (MEX)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 13.8 - 15.2"
FootNote,"Mexico (MEX)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 12.7 - 14.9"
FootNote,"Mexico (MEX)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 11.7 - 14.8"
FootNote,"Mexico (MEX)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2006 (YR2006)","Source: National survey  2006 (other than DHS, MICS, and Ministry of Health)"
FootNote,"Mexico (MEX)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2007 (YR2007)","Source: National survey  2007 (other than DHS, MICS, and Ministry of Health)"
FootNote,"Mexico (MEX)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2009 (YR2009)","Source: National survey 2009 (other than DHS, MICS, and Ministry of Health)"
FootNote,"Mexico (MEX)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2010 (YR2010)","Source: National survey 2012 (other than DHS, MICS, and Ministry of Health)"
FootNote,"Mexico (MEX)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2012 (YR2012)","Source: ODM website 2012"
FootNote,"Mexico (MEX)","Prevalence of underweight, weight for age (% of children under 5) (SH.STA.MALN.ZS)","2006 (YR2006)","Survey coverage: 2006. Age group: 0. - 5.00. Olaiz-Fernández G, Rivera-Dommarco J, Shamah-Levy T, Rojas R, Villalpando-Hernández S, Hernández-Avila M, et al.Encuesta nacional de salud y nutrición 2006. Cuernavaca, México: Instituto Nacional de Salud Pública, 2006 (and additional analysis)."
FootNote,"Mexico (MEX)","Prevalence of underweight, weight for age (% of children under 5) (SH.STA.MALN.ZS)","2012 (YR2012)","Survey coverage: 2011-12 (OCT-MAY). Age group: 0. - 5.00. Gutiérrez JP, Rivera-Dommarco J, Shamah-Levy T, Villalpando-Hernández S, Franco A, Cuevas-Nasu L, et al.Encuesta nacional de salud y nutrición 2012. Resultados nacionales. Cuernavaca, México: Instituto Nacional de Salud Pública, 2012 (and additional analysis)."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","2006 (YR2006)","Consumption based."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Consumption based."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Consumption based."
FootNote,"Mexico (MEX)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Consumption based."
FootNote,"Mexico (MEX)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2006 (YR2006)","Consumption based."
FootNote,"Mexico (MEX)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2008 (YR2008)","Consumption based."
FootNote,"Mexico (MEX)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2010 (YR2010)","Consumption based."
FootNote,"Mexico (MEX)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2012 (YR2012)","Consumption based."
FootNote,"Mexico (MEX)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2008 (YR2008)","Source : National Source (www.coneval.gob.mx/Programas) Encuesta Nacional de Ingresos y Gastos de los Hogares; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2008,2010,2012,2014.  2nd Most Recent Comparable Series:1989,1992,1994,1996,1998,2000,2002,2004,2005,2006.  3rd Most Recent Comparable Series:1984.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Mexico (MEX)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2010 (YR2010)","Source : National Source (www.coneval.gob.mx/Programas) Encuesta Nacional de Ingresos y Gastos de los Hogares; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2008,2010,2012,2014.  2nd Most Recent Comparable Series:1989,1992,1994,1996,1998,2000,2002,2004,2005,2006.  3rd Most Recent Comparable Series:1984.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Mexico (MEX)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2012 (YR2012)","Source : National Source (http://www.coneval.gob.mx/Medicion/Paginas/Evolucion-de-las-dimensiones-de-la-pobreza-1990-2010-.aspx) Encuesta Nacional de Ingresos y Gastos de los Hogares; Moderate Poverty Line (individuals)  The national poverty line is absolute. Data are produced by government. Most Recent Comparable Series:2008,2010,2012,2014.  2nd Most Recent Comparable Series:1989,1992,1994,1996,1998,2000,2002,2004,2005,2006.  3rd Most Recent Comparable Series:1984.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Mexico (MEX)","Poverty headcount ratio at national poverty lines (% of population) (SI.POV.NAHC)","2014 (YR2014)","Source : http://www.coneval.gob.mx/Medicion/MP/Paginas/Anexo_estadistico_Resultados_nal_2008-2012_sin_combustible.aspx  Most Recent Comparable Series:2008,2010,2012,2014.  2nd Most Recent Comparable Series:1989,1992,1994,1996,1998,2000,2002,2004,2005,2006.  3rd Most Recent Comparable Series:1984.  The complete series can be downloaded from the databank,  http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database."
FootNote,"Mexico (MEX)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2006 (YR2006)","Source: Mexico 2006 Encuesta Nacional de la Dinámica Demográfica"
FootNote,"Mexico (MEX)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2009 (YR2009)","Source: Mexico 2009 Encuesta Nacional de la Dinámica Demográfica"
FootNote,"Mexico (MEX)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Mexico (MEX)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Mexico (MEX)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Mexico (MEX)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Mexico (MEX)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Netherlands (NLD)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","Population age 16-74 using Internet in the last 12 months."
FootNote,"Netherlands (NLD)","Internet users (per 100 people) (IT.NET.USER.P2)","2007 (YR2007)","Population age 16-74 using Internet in the last 12 months."
FootNote,"Netherlands (NLD)","Internet users (per 100 people) (IT.NET.USER.P2)","2008 (YR2008)","Population age 16-74 using Internet in the last 12 months."
FootNote,"Netherlands (NLD)","Internet users (per 100 people) (IT.NET.USER.P2)","2009 (YR2009)","Population age 16-74 using Internet in the last 12 months."
FootNote,"Netherlands (NLD)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","Population age 16-74 using Internet in the last 12 months."
FootNote,"Netherlands (NLD)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","Users in the last 3 months. Age 16-74."
FootNote,"Netherlands (NLD)","Internet users (per 100 people) (IT.NET.USER.P2)","2012 (YR2012)","Users in the last 3 months."
FootNote,"Netherlands (NLD)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Population age 16-74."
FootNote,"Netherlands (NLD)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","Population age 16-74."
FootNote,"Netherlands (NLD)","School enrollment, primary and secondary (gross), gender parity index (GPI) (SE.ENR.PRSC.FM.ZS)","2013 (YR2013)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Netherlands (NLD)","School enrollment, primary (% gross) (SE.PRM.ENRR)","2013 (YR2013)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Netherlands (NLD)","School enrollment, secondary (% gross) (SE.SEC.ENRR)","2013 (YR2013)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Netherlands (NLD)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 5.1 - 5.3"
FootNote,"Netherlands (NLD)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 4.9 - 5.1"
FootNote,"Netherlands (NLD)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 4.7 - 4.9"
FootNote,"Netherlands (NLD)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 4.5 - 4.7"
FootNote,"Netherlands (NLD)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 4.3 - 4.6"
FootNote,"Netherlands (NLD)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 4.2 - 4.4"
FootNote,"Netherlands (NLD)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 4 - 4.3"
FootNote,"Netherlands (NLD)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 3.8 - 4.3"
FootNote,"Netherlands (NLD)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 3.6 - 4.2"
FootNote,"Netherlands (NLD)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 3.4 - 4.2"
FootNote,"Netherlands (NLD)","Income share held by lowest 20% (SI.DST.FRST.20)","2006 (YR2006)","Income based."
FootNote,"Netherlands (NLD)","Income share held by lowest 20% (SI.DST.FRST.20)","2007 (YR2007)","Income based."
FootNote,"Netherlands (NLD)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Income based."
FootNote,"Netherlands (NLD)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Income based."
FootNote,"Netherlands (NLD)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Income based."
FootNote,"Netherlands (NLD)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Income based."
FootNote,"Netherlands (NLD)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Income based."
FootNote,"Netherlands (NLD)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2008 (YR2008)","Data pertain to women aged 18 to 45. Source: Netherlands 2008 Birth Control Survey"
FootNote,"Netherlands (NLD)","Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)","2014 (YR2014)","Extrapolated assuming the same as previous year."
FootNote,"Netherlands (NLD)","Population, total (SP.POP.TOTL)","2015 (YR2015)","Extrapolated assuming the same growth rate as previous 6 months."
FootNote,"Netherlands (NLD)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Netherlands (NLD)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Netherlands (NLD)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Netherlands (NLD)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Netherlands (NLD)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Russian Federation (RUS)","Internet users (per 100 people) (IT.NET.USER.P2)","2009 (YR2009)","Population age less tan 74."
FootNote,"Russian Federation (RUS)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","Population age 16-74."
FootNote,"Russian Federation (RUS)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Individuals aged 15 to 72 years."
FootNote,"Russian Federation (RUS)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","Individuals aged 15 to 72 years."
FootNote,"Russian Federation (RUS)","GDP (current US$) (NY.GDP.MKTP.CD)","2014 (YR2014)","Based on data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
FootNote,"Russian Federation (RUS)","GDP (current US$) (NY.GDP.MKTP.CD)","2015 (YR2015)","Based on data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
FootNote,"Russian Federation (RUS)","GDP growth (annual %) (NY.GDP.MKTP.KD.ZG)","2014 (YR2014)","Based on data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
